GeneName	NV_controlLung86	NV_controlLung87	NV_controlLung88	NV_controlLung89	NV_fer1Lung2	NV_fer1Lung3	NV_fer1Lung4	NV_fer1Lung10	NV_vehLung1	NV_vehLung2	NV_vehLung3	NV_vehLung4
Clcn5	69	68	75	53	81	110	159	369	113	120	128	83
Cacna1e	3	4	0	1	2	6	5	7	0	4	1	0
Nacc1	1849	2021	1863	1774	1289	2270	2813	7543	2887	2564	1485	2375
Rassf6	90	134	87	73	53	116	94	389	108	144	54	63
Fam183a	965	994	658	927	561	1066	1022	3614	943	1293	537	648
Rbm25	1293	1237	1253	1072	840	1527	1780	5242	1761	1749	877	1342
Klhl20	602	642	591	546	441	852	1103	2711	805	766	430	647
Eef2kmt	141	177	163	150	74	204	217	679	176	184	104	175
Afm	0	0	0	0	0	0	0	0	0	0	0	0
Psen2	336	371	336	375	202	385	516	1286	379	439	284	411
Ddr2	1377	1222	1165	1088	1042	1758	2198	5005	1473	2040	905	1414
Zcchc2	804	713	786	745	451	821	949	2488	1047	906	516	743
Alg1	274	255	213	227	133	344	405	928	377	285	167	325
Blzf1	532	551	478	469	324	648	643	2016	638	583	365	550
Myh10	4840	4503	4055	3511	5019	7704	10042	23285	9445	8546	4336	7875
Afp	0	0	0	2	0	0	0	0	0	0	0	0
Ankrd45	135	129	101	126	92	165	218	591	153	219	135	98
Mnt	818	751	760	610	446	802	921	2344	863	799	629	727
Nagpa	218	205	227	261	115	190	379	918	276	284	220	308
Nme7	513	417	375	446	346	570	659	1875	532	689	347	439
Akap10	853	761	801	783	468	998	1128	2955	892	893	636	740
Specc1	1823	2345	2238	1843	1091	1344	1800	4333	1277	1309	799	1299
Arr3	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc103	0	0	0	0	0	0	0	0	0	2	0	0
Nr1i2	14	2	4	5	12	6	10	20	6	18	8	7
Plekha6	693	716	587	737	503	1246	1552	4179	1447	1097	603	926
Slc35a4	1373	1494	1287	1259	926	1820	2248	5798	2041	1777	1145	1798
Alb	3	0	4	1	1	1	0	0	0	1	1	0
Parn	486	621	475	581	442	888	953	2598	776	693	497	698
Trmt1	704	503	475	583	336	534	690	2084	743	671	410	742
Trim11	428	343	392	420	248	470	514	1523	517	467	330	556
Ca4	1799	1997	2066	2148	1683	2798	3872	8020	2872	2111	1399	2426
Sec14l5	52	40	34	58	46	42	37	157	45	79	40	19
FAM187A	4	2	3	4	1	8	1	7	1	14	1	3
Gfap	6	10	2	4	6	4	15	21	10	18	15	15
Akap4	0	0	0	0	0	0	0	0	0	0	1	0
Adora2b	218	166	117	121	42	96	178	625	328	193	114	159
Zcchc13	0	0	0	0	1	5	0	0	1	0	1	3
Uap1	2881	1886	1317	1223	1302	1590	1914	6443	3006	2682	1403	1376
Guk1	1559	1710	1369	1484	1097	1955	2390	6303	2584	1999	1261	2133
Ppl	5214	6322	6369	6021	3139	4033	5794	19133	6567	4521	2976	3987
Wdr19	550	502	450	528	400	680	749	2299	586	1003	372	435
Atp1b1	7354	7540	6179	5772	4284	5393	8897	29826	8888	9246	4699	6256
Ankrd40	3203	3737	3375	3640	2499	3851	5049	12324	4092	3496	2230	3470
Golt1a	0	0	0	0	3	0	7	2	0	0	2	1
Ren	0	0	0	0	0	0	0	0	0	2	2	1
Ankrd17	2779	3018	2881	2618	2098	3729	4408	10997	3420	3547	2117	2788
Uhmk1	796	890	959	885	779	1201	1536	4170	937	1141	779	746
Mrpl55	390	354	318	338	216	384	502	1386	500	405	284	386
RGD1304587	363	349	282	382	184	300	414	1147	365	283	202	299
Dpt	5920	5877	5067	5052	4889	9293	10077	28569	9440	11097	5129	7849
Abcc3	523	489	443	448	328	625	763	1892	669	687	474	509
Pgs1	1178	1051	984	997	543	1141	1397	3690	1635	1087	772	1320
Lyl1	215	130	194	126	107	264	323	632	197	219	162	295
Ccnb3	0	0	0	0	0	0	1	0	0	0	0	0
Stim2	1394	1386	1264	1185	800	1475	1871	4429	1495	1324	718	1250
Shroom4	1015	1368	1588	1276	879	1693	2031	5403	1531	1436	980	1140
Ndp	1	1	3	2	3	3	11	10	2	0	2	1
C1ql1	3	0	0	1	0	0	1	7	0	0	1	1
Xcl1	9	14	10	8	22	109	36	113	50	19	14	61
Tnfsf4	3	3	4	3	4	5	2	14	1	15	7	0
Itpkb	2341	3443	3602	3435	1933	2788	3621	9338	2862	2152	1463	2183
Zswim7	48	45	31	32	26	69	74	195	89	64	27	77
Spata46	4	9	9	10	9	18	15	62	11	38	13	9
Cdx4	0	0	0	0	0	0	0	0	0	0	0	0
AABR07037243.1	43	24	46	34	14	35	54	137	36	39	17	28
Cfap91	374	330	268	270	224	374	287	1590	446	930	318	225
Ttc19	159	157	168	145	118	239	268	746	328	219	132	261
Faslg	54	52	51	43	24	63	72	168	64	39	32	40
Tbx19	33	39	27	47	27	54	40	157	77	57	18	46
Tsr1	1123	948	987	816	609	1385	1412	3785	1928	1763	900	1456
Nfix	504	573	560	604	320	502	822	2217	465	523	333	457
Bmp15	89	84	81	111	58	81	68	285	90	55	52	56
Efhc2	89	132	108	101	66	97	138	374	101	111	52	68
Nmt1	1533	1565	1465	1534	977	2194	2443	6657	2228	2034	1182	1968
Srr	382	432	316	378	233	439	542	1599	549	408	296	396
Slc9a3r2	5886	6164	6293	5946	4165	5932	8068	22018	6333	5594	3252	5554
Timmdc1	323	386	280	378	290	474	569	1633	578	468	305	531
Tbc1d19	242	320	242	246	188	357	344	1038	379	335	196	291
Rasgef1c	0	3	0	1	3	6	9	10	11	10	21	12
AABR07039338.1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07039336.1	0	0	1	1	0	2	4	2	0	0	0	0
Gadd45gip1	388	368	359	348	245	411	594	1557	532	453	295	515
Rpgr	1242	651	960	955	624	1095	1061	5477	1197	2081	943	814
Poglut1	792	723	643	669	493	1095	1413	3220	1038	1052	697	1103
Olfml2b	211	159	152	165	215	432	484	929	642	594	198	517
Ubn1	2148	2176	1992	1935	1345	2431	3127	7953	2426	2390	1443	2225
Slc25a47	6	5	1	3	3	3	2	10	1	6	4	0
AABR07039336.2	13	10	20	10	5	34	27	105	22	32	17	32
Rad23a	1084	1226	1046	1122	719	1301	1546	4470	1466	1279	814	1335
Dnah17	21	27	11	16	10	22	24	93	19	41	11	30
Calr	11311	12640	10754	10272	7928	18413	20075	45762	19500	18020	11298	15801
Awat2	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b4	3012	2167	2287	2378	1873	2993	3423	10801	3968	4024	1765	2742
Plcd3	292	301	251	346	130	334	281	892	434	252	167	399
Sft2d2	2693	3185	2637	2852	1873	3330	3871	10921	4004	2935	1994	2594
Wnt3a	832	1224	1142	1152	918	1136	1642	4423	1367	932	812	1266
Smg6	1082	1273	1153	1115	711	1233	1620	4240	1364	1397	753	1211
Eef1aknmt	372	439	362	432	242	511	538	1407	502	496	299	513
Tiprl	586	563	476	491	367	649	798	2123	719	694	362	524
Hsd17b10	1215	1232	1023	1028	722	1444	1634	4495	1498	1189	856	1143
Tbc1d9b	2866	2927	2760	2606	2090	3485	4283	10926	3952	3561	2359	3140
Cox18	205	174	136	151	100	179	240	670	241	222	139	206
Optc	41	34	43	19	20	34	61	112	34	43	17	32
AABR07039218.1	34	29	52	47	22	48	53	135	55	32	21	48
Phka1	270	277	225	228	189	346	394	1011	284	333	200	251
Bst1	724	737	704	719	500	1253	1412	2667	921	837	615	789
Glyr1	2826	3164	2999	3112	1932	3835	5052	14200	4242	3627	2452	3314
Wnt9a	288	391	338	331	217	263	317	890	300	264	194	277
Npffr2	0	0	1	1	0	1	2	1	0	4	1	0
Mrnip	71	76	73	72	69	132	114	348	116	85	73	90
Cd38	1602	1579	1441	1307	864	2295	2980	7278	2332	2170	1563	1629
Pigl	149	129	102	137	101	154	158	459	154	151	117	132
Vamp4	250	280	220	233	160	283	341	965	276	265	172	238
Gpr161	130	69	78	64	68	86	91	260	121	101	69	97
Tmem39a	512	473	440	435	277	542	687	1836	582	626	290	540
Rbms2	5253	5133	4619	4603	3178	5305	6341	18527	5897	5006	3322	4606
Dcaf6	897	1079	1013	1077	636	1065	1458	3944	1255	1074	680	892
Ribc1	117	89	96	114	101	175	185	567	129	259	127	126
Parp1	1188	1578	1439	1541	1014	2097	2257	6821	1953	2304	1320	1810
Mycs	0	0	0	0	0	0	0	0	0	2	0	0
Cenpv	214	235	164	276	101	244	296	750	275	244	177	232
Arhgap31	4497	3768	3478	3180	2319	3052	4037	10665	2843	2809	1843	2149
Cmahp	176	222	165	242	87	290	282	511	228	229	72	120
Fgfbp1	655	623	580	774	525	640	769	3297	598	1395	770	503
Prom1	2811	2324	2039	2372	1683	2762	3164	8143	2965	4945	1719	1949
Ubqln2	609	642	571	621	293	594	815	2239	610	616	341	531
Dusp12	108	127	116	131	108	179	167	487	160	131	104	169
Trpv2	1112	1382	1021	1092	1114	2486	4007	7251	1937	3036	2068	1951
Kif19	98	66	63	94	58	55	55	286	61	179	84	42
Acbd4	486	403	464	541	352	320	541	1940	505	501	272	460
Btbd17	0	0	0	0	0	0	0	0	0	0	0	0
Mageb5	0	0	0	0	0	0	0	0	0	0	0	0
B4galt4	1090	989	779	1136	556	1084	836	3184	1068	879	705	940
Dph1	421	374	336	378	290	452	544	1516	778	639	321	681
Psmd12	1434	1433	1339	1379	904	1825	2219	5905	2296	2002	1087	1784
Gc	0	1	8	1	1	2	3	1	0	1	0	0
Prelp	2917	2612	2384	2420	2030	3339	3738	9931	3680	3351	1856	3124
Rtn4rl1	409	365	278	322	287	463	528	1125	552	565	206	384
Hdac8	116	154	145	186	105	257	300	731	232	220	145	177
Rpa1	962	1164	1037	1044	779	1717	2073	5294	1511	1551	919	1282
Rogdi	956	934	730	872	545	1093	1133	3399	1228	966	732	900
Spryd4	400	389	321	378	270	466	529	1574	688	542	334	479
Zfp496	1062	880	888	876	577	972	1030	3481	1240	887	567	909
Traf7	1902	1959	1931	1991	1198	2288	2830	7479	2557	2283	1408	2221
Mip	0	0	0	0	0	2	1	1	1	3	1	1
Slc4a4	333	356	360	370	246	352	449	1150	481	524	285	366
Fcrlb	17	23	16	25	89	115	33	197	46	90	163	67
Fcrla	501	397	533	442	199	576	844	2669	927	555	278	285
Septin12	1	0	0	0	0	3	0	3	2	0	0	0
Smc1a	2676	2663	2592	2346	1708	3252	3504	9950	3241	3116	1771	2328
RGD1310166	0	0	1	0	0	0	2	3	0	1	3	3
Gprc5c	311	454	415	488	173	338	444	1585	292	339	239	307
Sqstm1	5202	5389	5383	5406	3451	6872	8580	19588	8004	7140	4391	6248
Farsa	892	888	807	802	494	963	1314	3307	1046	1092	658	969
Mpc2	1123	1079	873	936	597	1136	1583	4176	1516	1248	772	1151
Bfar	703	812	799	722	556	1075	1297	3263	954	1053	699	890
AABR07037343.1	34	43	30	42	24	48	68	168	48	36	23	55
Sdhc	1937	1929	1706	1803	1243	2637	3018	7937	2889	2517	1671	2416
Pla2g10	5	9	2	2	8	2	1	13	6	1	7	5
Nlrp3	411	368	310	247	248	735	732	2032	635	707	422	564
Mpz	1	11	2	10	5	7	7	22	3	78	2	0
Serpinf1	445	553	271	523	186	751	347	964	412	1527	382	528
Tapt1	1835	1868	1620	1637	1033	1863	2470	6956	2019	1837	1202	1563
NEWGENE_1310011	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	1649	1661	1569	1676	804	1963	2431	5945	1659	1686	1024	1441
ENSRNOG00000003178	498	473	433	422	362	583	796	2029	672	500	327	474
Fmod	1970	2517	749	2661	1458	2626	1057	11879	2997	1846	664	2206
Acbd3	1061	1039	1048	954	699	1267	1649	3946	1294	1328	792	1016
Anks3	483	409	374	390	253	425	542	1486	499	437	247	447
Armcx5	200	173	172	184	89	181	224	662	179	215	152	141
Cited1	9	4	4	3	5	1	3	15	6	9	2	12
Bhlhb9	420	409	409	358	222	423	578	1500	513	504	252	315
AABR07040622.1	3	3	1	1	3	5	5	11	3	1	0	0
Caskin1	198	157	136	156	89	217	240	681	242	153	119	126
Bmerb1	0	0	0	0	0	0	0	0	0	0	0	0
Rps4x	15846	14621	12638	13465	8930	20946	20297	56203	19341	18078	10415	15232
Hexim1	1395	1317	1228	1378	715	1455	1847	4916	1313	1296	868	1353
Ldb2	2499	2587	2221	1625	1302	1927	2190	5211	2111	1610	916	1415
Actr3	5040	5452	5075	4470	3483	8189	9590	23798	7809	7518	5029	6462
Fmnl1	1652	1571	1928	1544	968	2627	2657	6317	2087	2228	1459	1914
Ercc6l	53	39	30	46	55	168	121	452	98	130	65	86
Pcp4l1	190	251	247	183	233	389	405	922	275	339	214	253
Olr1463	0	0	0	0	0	0	0	0	0	0	0	0
Srp9	860	823	695	640	402	829	1032	2785	1137	914	503	827
Helz	715	684	812	699	474	906	1106	3034	765	822	539	624
Zfp287	216	200	199	208	168	287	325	913	267	358	226	230
Lgals3bp	2484	2711	2361	2505	3348	4548	5884	15491	6626	6752	3763	5599
Zfp286a	18	9	11	16	13	12	17	76	14	23	13	12
H3f3a	7536	7863	7004	6742	4829	9353	9700	29013	9736	8125	5790	7813
Myoc	2	4	1	13	0	2	3	23	1	58	0	0
Degs1	3219	2897	3052	2539	2009	3771	4588	10382	4072	3369	1903	3104
Nudt16l1	666	567	525	540	283	633	796	2275	795	696	397	678
Mprip	12303	14362	12455	13182	9223	14805	18725	51322	15926	12592	8351	13154
AABR07037073.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003228	4118	3195	2823	2792	1740	3556	5137	11499	5740	3388	2700	2924
Tspan7	13825	14575	12843	12586	5764	8654	12106	30884	11678	7442	3929	6987
Slc9a3r1	1423	1641	1455	1716	961	1844	2459	5963	2421	2198	1305	1844
Serpinf2	30	24	24	13	7	30	36	65	18	38	22	31
Mgrn1	12	7	2	2	12	2	5	16	12	11	5	3
Mgat4b	1060	1196	1042	1061	730	1314	1661	4462	1644	1282	938	1538
Tp53bp2	2545	2581	2480	2459	1697	2163	3078	8456	2268	2150	1335	1735
Cant1	1221	1497	1362	1535	874	1554	1948	5579	1556	1332	1000	1465
Gabrg2	0	0	0	0	0	0	0	0	0	0	0	0
Gulp1	498	382	341	311	261	417	544	1616	529	470	298	297
Wdr81	1050	1091	1037	1042	792	1530	1871	4390	1507	1435	1126	1390
Ltc4s	108	103	66	89	17	40	65	227	47	29	29	62
Cacng1	0	1	0	0	1	3	0	3	4	1	1	2
Sde2	720	742	730	678	413	934	1088	2795	982	865	447	799
Mpzl1	1771	1612	1443	1537	985	1859	2150	5819	2265	1463	854	1619
B3galt2	1	2	1	10	1	8	9	13	2	16	2	1
Qdpr	538	576	581	615	398	708	885	2704	784	714	451	760
Il23a	52	55	39	22	25	52	42	138	36	48	28	72
Ccng1	1933	2468	2115	2084	2959	4906	7822	21304	5980	5453	3117	5308
Cdc73	423	431	378	425	264	467	589	1610	444	437	276	364
C1qtnf1	1238	1417	1220	1211	953	1790	2347	5288	1708	1512	1310	1671
Nr1i3	0	0	0	0	0	1	1	0	0	0	2	0
Usp9x	4754	4355	4025	3988	2800	5624	6722	18070	5997	5567	3396	4443
Cacng4	16	26	27	24	10	12	32	79	27	15	7	20
Lefty1	1	1	0	0	0	2	0	4	0	1	0	0
Nat9	742	825	846	959	493	1020	1151	3285	975	1018	574	890
Efcab15	0	0	0	0	0	0	0	0	0	0	1	0
Pycr2	269	360	276	343	223	366	613	1564	485	368	289	472
Maml1	1086	959	1050	968	593	1114	1252	3614	1070	917	564	906
ENSRNOG00000003269	3290	3059	2419	2490	1910	3784	4928	11382	4675	3422	2466	3607
Spata20	1	3	2	1	3	4	6	11	10	5	0	6
Spata32	0	0	0	5	0	0	0	0	0	0	0	0
Myo1d	3706	4764	4382	4299	3395	4769	6778	15420	6854	4859	3483	4293
Map3k14	459	397	488	428	224	552	702	1315	580	557	358	480
Grin2c	96	106	70	54	28	48	110	328	111	51	63	51
ENSRNOG00000003281	364	386	373	316	203	390	434	1343	383	384	259	314
Rcsd1	1933	1923	1922	1702	1399	2385	2668	6864	2843	2024	1329	2057
Epn3	485	763	764	698	483	700	1124	3055	926	620	621	807
Mpv17l	65	57	75	90	41	71	108	404	80	65	45	92
Trim16	485	401	323	348	363	288	295	976	852	676	475	320
Cacng5	1	0	0	1	0	0	0	0	0	0	0	0
Lap3	1599	1562	1509	1485	1073	2101	2656	6348	2213	1986	1221	1885
Creg1	1048	1114	1175	1038	808	2023	2276	5584	1954	1549	1346	1529
Cdrt4	2	0	0	1	0	1	0	3	0	0	0	0
Dck	270	286	221	234	216	531	564	1664	368	472	252	329
Cd247	147	212	239	209	113	310	303	754	163	269	117	205
Btg2	7878	4452	3641	3561	2734	5387	6815	16445	6058	4785	2854	4625
Flcn	1043	1151	1056	1147	562	1129	1485	3997	1105	1056	764	1153
Chad	6	7	6	15	5	12	11	10	6	31	3	5
Cxcr3	90	52	66	85	78	144	148	478	156	131	75	140
Gcdh	735	682	737	711	448	859	1047	3158	883	817	537	743
Tmem63a	1304	1359	1316	1367	839	1718	1970	5689	1671	1531	989	1393
Glra2	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	1477	1474	1397	1413	1021	2056	2577	6253	2338	1920	1110	2067
Cdip1	1234	1195	929	931	603	936	1235	3951	1270	1028	662	872
Ppm1d	535	533	501	554	319	569	616	1881	530	513	313	476
Acsf2	770	725	706	747	570	961	1304	3649	1141	948	564	896
Nt5m	60	69	60	51	50	93	85	370	80	52	69	75
Klhl21	876	876	760	771	435	836	1253	2982	1577	944	619	981
Mybph	41	30	11	28	12	56	52	73	209	48	14	33
Pmp22	8614	9212	7587	8508	5574	9849	12350	34282	10440	9294	5461	9433
AABR07037798.1	0	0	0	0	0	0	0	0	0	0	3	0
Canx	11862	13506	11413	11030	8515	15815	19915	49814	16867	16145	9585	12588
AABR07038690.1	0	0	0	0	0	0	0	0	0	0	0	0
Fancb	98	71	56	48	83	139	142	454	158	180	82	118
Olr1016	0	0	0	0	0	0	0	0	0	0	0	0
Rasd1	218	83	70	98	124	109	199	554	165	164	75	85
Col23a1	478	474	429	386	206	361	572	1919	608	499	188	347
Mospd2	2932	1958	1504	1539	1422	1797	2617	7848	2818	2686	1493	1674
Pabpc5	0	0	0	0	0	0	0	4	0	0	4	0
Col3a1	35857	35509	26617	27318	28643	65938	69409	147295	69512	83342	39921	62605
Ogt	3773	3255	3168	3197	2236	4469	5283	13919	4639	4463	2542	3641
Cadm3	161	155	116	217	108	359	333	1071	288	544	146	277
Tmem220	106	106	114	106	79	145	194	385	121	107	119	92
Otc	39	54	42	48	38	53	49	127	49	38	20	42
Ccdc85a	261	334	390	194	91	150	264	343	140	129	119	98
Rbm31y	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st3b1	119	106	126	106	58	45	107	234	91	56	46	62
Glrx2	624	596	462	542	307	623	793	2214	756	639	377	611
Rbfox3	27	18	9	12	13	18	17	49	13	14	4	11
Cenpf	189	258	209	163	330	957	759	2869	644	931	424	604
Grsf1	1538	1548	1528	1557	1030	1978	2426	6697	2268	1870	1196	1956
Adprm	469	459	448	368	223	540	602	1645	564	489	301	457
Tomm40l	179	227	191	193	129	261	307	796	262	208	161	222
Hnrnph1	6726	5050	4859	4889	2821	5562	6222	19446	7317	6325	3162	5092
Fmo4	206	163	186	167	130	164	178	545	199	192	127	148
AABR07029195.1	232	226	231	223	151	201	362	1041	301	304	187	323
Stx6	1280	1315	1138	1080	922	1740	2324	5311	1981	1626	1206	1520
Slc35f5	941	851	746	713	522	868	1110	2993	967	933	608	844
Ptpn14	432	550	512	537	404	518	715	2135	664	630	393	457
NEWGENE_1565644	0	0	0	8	3	0	4	8	5	0	6	9
Elac2	458	477	406	499	309	636	653	1969	735	635	346	649
Rufy3	375	279	305	279	204	373	492	1344	477	436	261	376
F9	0	0	0	0	0	0	0	3	0	0	0	0
Ro60	540	479	516	459	372	609	997	2358	550	688	485	355
Mcf2	0	0	3	0	0	4	1	4	4	3	0	0
Il15	445	394	445	424	196	316	440	1135	462	266	141	306
Adora1	59	119	49	91	134	87	203	656	416	212	164	155
Klf1	30	10	32	18	10	21	21	27	9	4	9	20
Asb11	30	31	27	22	17	6	8	52	18	30	11	9
Lypd1	27	18	22	23	53	86	177	415	97	142	40	160
Zfp13	76	43	55	38	38	80	72	177	89	88	45	60
Actrt1	0	0	0	0	0	0	0	0	0	0	0	0
Bicdl2	260	365	233	299	165	263	469	1058	379	327	235	289
Zfp330	848	724	720	706	460	888	1043	2921	993	903	471	745
Srebf1	1398	1467	1253	1693	718	1452	2219	6116	2368	1725	1438	1412
Hid1	1090	1328	1078	1228	656	1223	1703	4621	1324	1166	924	965
Capn8	38	21	32	36	11	50	83	56	105	25	24	43
MAST1	3	5	2	8	3	0	4	22	0	3	5	1
Fundc1	566	644	531	468	343	700	948	2443	744	610	438	564
Atp11c	635	498	537	505	335	534	744	2060	527	639	342	389
Slc6a4	1275	1226	969	1079	559	861	1248	2172	1178	767	438	759
Rnf150	55	39	37	30	42	90	123	211	89	98	92	88
Aim2	160	95	81	125	70	175	98	334	110	94	119	91
Mnda	835	457	314	521	496	1446	774	2060	809	1081	828	932
Prkca	363	432	350	291	296	519	677	1840	489	564	351	477
Ppfia4	115	99	94	133	73	185	187	755	156	68	90	135
Prpf8	6465	6951	6719	6259	4382	7850	8601	24102	7804	7938	4933	5665
Tbc1d9	578	533	490	458	467	1121	1208	2975	876	1033	694	711
Thoc6	311	315	269	303	208	354	499	1358	498	431	261	540
Apoa2	0	0	1	0	0	0	0	0	0	1	0	0
Lyzl6	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh2a	0	0	0	0	0	0	0	1	0	0	0	1
Gosr2	1223	1328	1336	1316	1149	1973	2458	6177	2161	2017	1142	1878
Ergic1	1391	1492	1274	1238	1064	1773	1902	5753	2026	1896	1022	1729
Fmo2	7936	6055	6800	6240	4441	5024	6523	27774	3783	5190	2323	3788
Gabra1	200	244	181	184	288	330	473	1427	416	401	178	423
Ephx1	2304	2008	1652	2137	2549	4188	6370	16725	3972	4913	2443	3438
Tbx2	1899	1940	1911	1981	1557	2168	3465	9113	2991	1929	1230	2769
Olr1592	0	0	0	0	0	0	0	0	0	0	0	0
Prdx2	2251	2358	2094	2176	1443	2843	3784	10804	3201	3055	1880	3024
Olr1593	0	0	0	0	0	2	11	12	5	5	1	1
Mr1	129	101	110	131	86	159	161	503	162	202	113	141
Lrrc59	1908	2262	2057	1942	1534	3137	3675	9370	3834	3577	1935	3451
Sytl4	190	242	159	184	124	239	283	697	173	181	117	179
ENSRNOG00000003531	0	0	0	0	0	0	0	0	0	0	0	0
Magea13	0	0	0	2	0	0	0	0	0	3	1	0
Clcn4	31	28	37	35	16	72	107	151	43	77	45	44
Rufy1	1136	1291	1131	1236	732	1684	2068	5316	1559	1534	1119	1404
Spta1	97	29	87	45	34	25	26	87	19	19	22	27
Adamts4	55	25	29	25	93	129	104	297	307	443	103	230
Pggt1b	453	356	376	347	257	521	524	1691	514	570	323	380
Hcfc1r1	970	1069	919	1140	667	1254	1477	4434	1620	1260	893	1339
Gpr143	18	14	18	16	9	10	13	53	31	18	3	16
Tbx4	1912	1662	1648	1760	1252	2170	2973	8172	2864	1915	1095	2600
Uchl5	311	328	301	323	197	419	500	1259	385	393	268	370
Tnfrsf12a	915	613	900	649	440	616	651	1798	1853	1220	427	1196
Cnpy2	1352	1333	1239	1216	871	1730	2120	5710	1921	1717	1036	1505
Acbd6	353	324	286	272	207	312	436	1266	370	314	227	362
B4galt3	855	722	642	688	494	821	1014	2840	982	880	503	869
Efemp1	3278	3838	2735	3342	1979	4496	3937	11302	5177	3689	2169	3587
Piga	189	160	160	163	122	243	244	779	281	314	125	229
Ccdc112	180	166	136	168	109	231	240	753	238	187	149	150
Susd4	78	94	74	99	99	140	85	747	279	307	124	104
Blmh	1212	1360	1161	1276	1008	1866	2335	6612	2258	1612	1121	1763
Apoh	3	0	0	0	0	3	0	1	0	2	0	1
Ppox	277	268	209	273	154	301	422	1061	426	298	195	331
Gabra6	0	0	0	0	0	0	0	0	0	0	0	0
Mospd4	0	0	0	0	0	0	1	4	1	6	0	0
Ints2	318	382	308	347	259	472	591	1768	522	637	284	376
Fem1c	755	757	766	637	441	943	1145	2880	972	943	510	869
Ucp1	1	1	1	2	3	1	3	2	1	5	1	0
Pou2f1	60	70	57	40	30	32	90	289	65	66	42	32
Smyd2	522	440	483	556	336	728	773	1814	741	736	428	769
Sytl5	48	34	86	52	11	21	19	222	62	34	4	37
Vegfd	69	77	110	67	230	623	668	1552	342	305	213	292
Tom1l2	1964	1940	1750	1816	1293	2164	2778	7864	2623	2222	1318	1874
Med28	640	645	603	586	379	859	970	2572	1003	858	460	834
Tmem183a	1220	1122	1020	1138	775	1344	1779	4721	1722	1320	809	1459
Lhx4	0	2	1	1	0	3	1	1	2	1	0	1
Itgb1bp2	46	18	33	61	19	66	58	186	72	78	43	46
Tuba4a	1060	1129	1175	1166	583	1284	1376	3578	1560	1317	864	1248
Utp3	714	567	612	561	324	726	852	2245	888	709	380	743
Pnpt1	767	743	639	733	433	884	919	2491	1031	987	517	783
RGD1564463	206	181	84	132	31	105	273	1000	77	128	73	75
Arhgap44	1688	2054	1824	2119	1198	1800	2345	7602	1959	1944	1217	1402
AABR07014550.1	6	14	10	2	14	10	19	33	22	11	6	11
Dynlt3	2174	2383	1716	1762	1430	2385	3437	8747	2842	2181	1495	1980
Mid1	78	84	74	69	40	84	110	224	80	172	43	45
Mgat5	248	318	319	232	308	397	460	1213	383	489	300	291
Grem2	1412	1331	927	1085	811	1730	1957	3763	2117	1714	974	1378
Fmo3	2198	1785	1502	1545	1591	1222	1202	5087	1292	2121	851	1202
Cybb	3296	3235	3294	2621	2880	6506	7893	19731	5116	5465	5669	3516
Ubxn4	1730	1941	1671	1716	1144	2193	2566	7024	2266	2313	1352	2024
Atp5pd	2181	2103	1789	1838	1241	2686	3171	8474	2891	2410	1380	2452
Nvl	361	329	315	308	157	359	428	1371	490	416	185	316
Rcvrn	0	0	0	0	0	0	0	0	1	0	0	0
Zfp354a	362	290	245	322	157	292	334	1055	323	298	142	257
Disp1	449	629	536	727	277	616	762	2182	803	475	349	568
Tab3	206	248	253	223	144	313	315	881	258	231	200	166
Hnrnpab	4539	4753	4336	4338	2949	6209	7414	20385	7948	6463	3807	6342
Qsox1	931	1261	1045	970	1054	2022	3931	9288	2261	2564	1407	1708
Nt5c	242	266	274	245	149	378	386	1048	282	271	206	345
Fh	863	916	791	898	552	1262	1392	4194	1291	1194	675	1047
Cldn6	39	50	71	38	17	40	56	131	86	35	33	25
Pkmyt1	92	58	40	57	71	129	154	592	173	142	114	173
Jpt1	4402	4371	3646	4014	2771	4859	6261	15360	5940	4858	3010	4429
Jchain	1487	951	504	694	1042	3146	2582	10617	1971	3771	2021	2979
Olr1404	0	0	0	0	0	0	0	0	0	0	0	0
Myocd	44	52	63	44	53	85	65	259	51	61	53	80
Prop1	0	0	0	0	0	0	0	0	0	0	0	0
Enam	0	0	0	0	0	0	0	0	0	0	0	0
Nup85	372	418	361	404	254	500	543	1720	467	512	303	479
Pir	418	434	304	444	416	691	895	2781	717	845	333	518
Med13	1090	1115	1178	991	766	1481	1803	5124	1311	1378	827	1071
Gabrb2	0	0	2	0	0	3	2	3	0	7	1	1
Lct	0	0	1	0	0	3	0	3	0	0	0	0
Hook2	337	296	297	309	144	316	398	1186	382	406	222	311
Glp2r	6	9	0	5	5	5	13	22	5	22	6	2
Tbl1x	1056	1319	1240	1161	833	1460	1735	4981	1264	1444	918	1129
Rgs2	1321	1093	956	1030	777	2145	1854	4635	1525	1666	801	2448
4933400A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Nono	4329	4435	4075	3915	2861	5980	6671	18981	5933	5377	3441	4685
